author,name,year,genres,annotation,s3_link,local_link
Бунин Иван Алексеевич,Зимний сон,1918,"['Рассказ', 'Проза', 'Рассказы (1917-1923)']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_1930.txt,../data/Бунин Иван Алексеевич.Зимний сон.1918.txt
Бунин Иван Алексеевич,Золотое дно,1903,"['Рассказ', 'Проза', 'Рассказы (1892-1909)']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_1300.txt,../data/Бунин Иван Алексеевич.Золотое дно.1903.txt
Бунин Иван Алексеевич,И. Бунин. Рассказы. T. I. Спб. 1902. Изд. т-ва Знание,1902,"['Статья', 'Критика', 'О творчестве автора']","""Русское Богатство"", No 7, 1902.",https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_1902_bunin_rasskazy_oldorfo.txt,"../data/Бунин Иван Алексеевич.И. Бунин. Рассказы. T. I. Спб. 1902. Изд. т-ва ""Знание"".1902.txt"
Бунин Иван Алексеевич,Ив. А. Бунин. Под открытым небом. Стихотворения,1898,"['Статья', 'Критика', 'О творчестве автора']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_1898_pod_otkrytym_nebom_oldorfo.txt,../data/Бунин Иван Алексеевич.Ив. А. Бунин. Под открытым небом. Стихотворения.1898.txt
Бунин Иван Алексеевич,Ив. Бунин. Деревня. 1910 г,1911,"['Статья', 'Критика', 'О творчестве автора']","""Современникъ"", кн. I, 1911.",https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_1911_derevnya_oldorfo.txt,../data/Бунин Иван Алексеевич.Ив. Бунин. Деревня. 1910 г.1911.txt
Бунин Иван Алексеевич,Игнат,1912,"['Рассказ', 'Проза', 'Рассказы (1912-1916)']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_1490.txt,../data/Бунин Иван Алексеевич.Игнат.1912.txt
Бунин Иван Алексеевич,Ида,1925,"['Рассказ', 'Проза', 'Рассказы (1924-1930)']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_2250.txt,../data/Бунин Иван Алексеевич.Ида.1925.txt
Бунин Иван Алексеевич,Из воспоминаний,1912,"['Статья', 'Публицистика', 'Дополнительные материалы']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_1912_iz_vospominany.txt,../data/Бунин Иван Алексеевич.Из воспоминаний.1912.txt
Бунин Иван Алексеевич,Из переписки В. Н. Буниной и Т. М. Ландау,1959,"['Переписка', 'Эпистолярий', 'Переписка']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_1959_iz_perepiski_very_buninoy_i_t_landau.txt,../data/Бунин Иван Алексеевич.Из переписки В. Н. Буниной и Т. М. Ландау.1959.txt
Бунин Иван Алексеевич,Из писем Буниных,1947,"['Переписка', 'Эпистолярий', 'Переписка']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_1947_pisma.txt,../data/Бунин Иван Алексеевич.Из писем Буниных.1947.txt
Бунин Иван Алексеевич,Из писем к Б. К. и В. А. Зайцевым,1948,"['Переписка', 'Эпистолярий', 'Переписка']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_1948_iz_pisem_k_zaytzevym.txt,../data/Бунин Иван Алексеевич.Из писем к Б. К. и В. А. Зайцевым.1948.txt
Бунин Иван Алексеевич,Из писем к М. А. Алданову,1951,"['Переписка', 'Эпистолярий', 'Переписка']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_1951_iz_pisem_k_aldanovu.txt,../data/Бунин Иван Алексеевич.Из писем к М. А. Алданову.1951.txt
Бунин Иван Алексеевич,Из писем к Тэффи,1952,"['Переписка', 'Эпистолярий', 'Переписка']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_1952_iz_pisem_k_teffi.txt,../data/Бунин Иван Алексеевич.Из писем к Тэффи.1952.txt
Бунин Иван Алексеевич,Из писем к Ф.А.Степуну,1952,"['Переписка', 'Эпистолярий', 'Переписка']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_1952_iz_pisem_k_stepunu.txt,../data/Бунин Иван Алексеевич.Из писем к Ф.А.Степуну.1952.txt
Бунин Иван Алексеевич,Избранные поэтические переводы,1916,"['Сборник стихов', 'Поэзия', 'Переводы', 'Переводы']","Адам Аснык     Лилии.    Астры.    ""Без слов мы навсегда простилися с тобою..."".     Геракл. Мотив Сенкевича. Вечерняя молитва. Леконт де Лиль     Золотой диск.     Усопшему поэту.     В темную ночь, в штиль. Под экватором. Аветик Исаакян.  ""Моя душа объята тьмой полночной"". Александр Цатуриан. ""Мрачна, темна душа моя..."".",https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_7050.txt,../data/Бунин Иван Алексеевич.Избранные поэтические переводы.1916.txt
Бунин Иван Алексеевич,Именины,1924,"['Рассказ', 'Проза', 'Рассказы (1924-1930)']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_2130.txt,../data/Бунин Иван Алексеевич.Именины.1924.txt
Бунин Иван Алексеевич,Иоанн Рыдалец,1913,"['Рассказ', 'Проза', 'Рассказы (1912-1916)']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_1610.txt,../data/Бунин Иван Алексеевич.Иоанн Рыдалец.1913.txt
Бунин Иван Алексеевич,История с чемоданом,1931,"['Рассказ', 'Проза', 'Рассказы (1931-1952)']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_2510.txt,../data/Бунин Иван Алексеевич.История с чемоданом.1931.txt
Бунин Иван Алексеевич,Исход,1918,"['Рассказ', 'Проза', 'Рассказы (1917-1923)']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_1920.txt,../data/Бунин Иван Алексеевич.Исход.1918.txt
Бунин Иван Алексеевич,К роду отцов своих,1927,"['Рассказ', 'Проза', 'Рассказы (1924-1930)']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_2370.txt,../data/Бунин Иван Алексеевич.К роду отцов своих.1927.txt
Бунин Иван Алексеевич,Казимир Станиславович,1916,"['Рассказ', 'Проза', 'Рассказы (1912-1916)']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_1780.txt,../data/Бунин Иван Алексеевич.Казимир Станиславович.1916.txt
Бунин Иван Алексеевич,Кастрюк,1892,"['Рассказ', 'Проза', 'Рассказы (1892-1909)']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_1030.txt,../data/Бунин Иван Алексеевич.Кастрюк.1892.txt
Бунин Иван Алексеевич,Клаша,1914,"['Рассказ', 'Проза', 'Рассказы (1912-1916)']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_1730.txt,../data/Бунин Иван Алексеевич.Клаша.1914.txt
Бунин Иван Алексеевич,Книга,1924,"['Рассказ', 'Проза', 'Рассказы (1924-1930)']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_2220.txt,../data/Бунин Иван Алексеевич.Книга.1924.txt
Бунин Иван Алексеевич,Князь во князьях,1912,"['Рассказ', 'Проза', 'Рассказы (1912-1916)']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_1520.txt,../data/Бунин Иван Алексеевич.Князь во князьях.1912.txt
Бунин Иван Алексеевич,Конец,1921,"['Рассказ', 'Проза', 'Рассказы (1917-1923)']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_2010.txt,../data/Бунин Иван Алексеевич.Конец.1921.txt
Бунин Иван Алексеевич,Копье господне,1913,"['Рассказ', 'Проза', 'Рассказы (1912-1916)']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_1600.txt,../data/Бунин Иван Алексеевич.Копье господне.1913.txt
Бунин Иван Алексеевич,Костер,1902,"['Рассказ', 'Проза', 'Рассказы (1892-1909)']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_1230.txt,../data/Бунин Иван Алексеевич.Костер.1902.txt
Бунин Иван Алексеевич,Косцы,1921,"['Рассказ', 'Проза', 'Рассказы (1917-1923)']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_2020.txt,../data/Бунин Иван Алексеевич.Косцы.1921.txt
Бунин Иван Алексеевич,Крик,1911,"['Рассказ', 'Проза', 'Рассказы (1909-1911)']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_1400.txt,../data/Бунин Иван Алексеевич.Крик.1911.txt
Бунин Иван Алексеевич,Лапти,1924,"['Рассказ', 'Проза', 'Рассказы (1924-1930)']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_2180.txt,../data/Бунин Иван Алексеевич.Лапти.1924.txt
Бунин Иван Алексеевич,Легенда,1949,"['Рассказ', 'Проза', 'Рассказы (1931-1952)']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_2660.txt,../data/Бунин Иван Алексеевич.Легенда.1949.txt
Бунин Иван Алексеевич,Легкое дыхание,1916,"['Рассказ', 'Проза', 'Рассказы (1912-1916)']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_1800.txt,../data/Бунин Иван Алексеевич.Легкое дыхание.1916.txt
Бунин Иван Алексеевич,Лирник Родион,1913,"['Рассказ', 'Проза', 'Рассказы (1912-1916)']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_1640.txt,../data/Бунин Иван Алексеевич.Лирник Родион.1913.txt
Бунин Иван Алексеевич,Личарда,1913,"['Рассказ', 'Проза', 'Рассказы (1912-1916)']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_1570.txt,../data/Бунин Иван Алексеевич.Личарда.1913.txt
Бунин Иван Алексеевич,Ловчий,1946,"['Рассказ', 'Проза', 'Рассказы (1931-1952)']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_2610.txt,../data/Бунин Иван Алексеевич.Ловчий.1946.txt
Бунин Иван Алексеевич,Маленький роман,1909,"['Рассказ', 'Проза', 'Рассказы (1892-1909)']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_1350.txt,../data/Бунин Иван Алексеевич.Маленький роман.1909.txt
Бунин Иван Алексеевич,Мелитон,1900,"['Рассказ', 'Проза', 'Рассказы (1892-1909)']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_1180.txt,../data/Бунин Иван Алексеевич.Мелитон.1900.txt
Бунин Иван Алексеевич,Метеор,1920,"['Рассказ', 'Проза', 'Рассказы (1917-1923)']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_1950.txt,../data/Бунин Иван Алексеевич.Метеор.1920.txt
Бунин Иван Алексеевич,Миссия русской эмиграции,лено,[],"(Речь, произнесенная в Париже 16 февраля 1924 года)",https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_2142.txt,../data/Бунин Иван Алексеевич.Миссия русской эмиграции.лено.txt
Бунин Иван Алексеевич,Мистраль,1944,"['Рассказ', 'Проза', 'Рассказы (1931-1952)']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_2580.txt,../data/Бунин Иван Алексеевич.Мистраль.1944.txt
Бунин Иван Алексеевич,Митина любовь,1924,"['Рассказ', 'Проза', 'Повести и романы']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_2230.txt,../data/Бунин Иван Алексеевич.Митина любовь.1924.txt
Бунин Иван Алексеевич,Молодость и старость,1936,"['Рассказ', 'Проза', 'Рассказы (1931-1952)']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_2550.txt,../data/Бунин Иван Алексеевич.Молодость и старость.1936.txt
Бунин Иван Алексеевич,Мордовский сарафан,1925,"['Рассказ', 'Проза', 'Рассказы (1924-1930)']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_2260.txt,../data/Бунин Иван Алексеевич.Мордовский сарафан.1925.txt
Бунин Иван Алексеевич,Музыка,1924,"['Рассказ', 'Проза', 'Рассказы (1924-1930)']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_2150.txt,../data/Бунин Иван Алексеевич.Музыка.1924.txt
Бунин Иван Алексеевич,Мухи,1924,"['Рассказ', 'Проза', 'Рассказы (1924-1930)']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_2170.txt,../data/Бунин Иван Алексеевич.Мухи.1924.txt
Бунин Иван Алексеевич,На даче,1895,"['Рассказ', 'Проза', 'Рассказы (1892-1909)']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_1110.txt,../data/Бунин Иван Алексеевич.На даче.1895.txt
Бунин Иван Алексеевич,На край света,1894,"['Рассказ', 'Проза', 'Рассказы (1892-1909)']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_1070.txt,../data/Бунин Иван Алексеевич.На край света.1894.txt
Бунин Иван Алексеевич,На пороге Нового года: (Какие благопожелания шлют России на 1910 год),1910,"['Очерк', 'Публицистика', 'Публицистика и воспоминания']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_1910_anketa.txt,../data/Бунин Иван Алексеевич.На пороге Нового года: (Какие благопожелания шлют России на 1910 год).1910.txt
Бунин Иван Алексеевич,На хуторе,1892,"['Рассказ', 'Проза', 'Рассказы (1892-1909)']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_1040.txt,../data/Бунин Иван Алексеевич.На хуторе.1892.txt
Бунин Иван Алексеевич,На чужой стороне,1893,"['Рассказ', 'Проза', 'Рассказы (1892-1909)']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_1060.txt,../data/Бунин Иван Алексеевич.На чужой стороне.1893.txt
Бунин Иван Алексеевич,Над городом,1900,"['Рассказ', 'Проза', 'Рассказы (1892-1909)']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_1170.txt,../data/Бунин Иван Алексеевич.Над городом.1900.txt
Бунин Иван Алексеевич,Надписи,1924,"['Рассказ', 'Проза', 'Рассказы (1924-1930)']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_2200.txt,../data/Бунин Иван Алексеевич.Надписи.1924.txt
Бунин Иван Алексеевич,"Не прощайте, а до свидания",1913,"['Статья', 'Публицистика', 'Дополнительные материалы']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_1913_ne_proschayte.txt,"../data/Бунин Иван Алексеевич.Не ""прощайте"", а ""до свидания"".1913.txt"
Бунин Иван Алексеевич,Неизвестный друг,1923,"['Рассказ', 'Проза', 'Рассказы (1917-1923)']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_2060.txt,../data/Бунин Иван Алексеевич.Неизвестный друг.1923.txt
Бунин Иван Алексеевич,Несрочная весна,1923,"['Рассказ', 'Проза', 'Рассказы (1917-1923)']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_2100.txt,../data/Бунин Иван Алексеевич.Несрочная весна.1923.txt
Бунин Иван Алексеевич,Новая дорога,1901,"['Рассказ', 'Проза', 'Рассказы (1892-1909)']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_1200.txt,../data/Бунин Иван Алексеевич.Новая дорога.1901.txt
Бунин Иван Алексеевич,Новый год,1901,"['Рассказ', 'Проза', 'Рассказы (1892-1909)']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_1260.txt,../data/Бунин Иван Алексеевич.Новый год.1901.txt
Бунин Иван Алексеевич,Ночной разговор,1911,"['Рассказ', 'Проза', 'Рассказы (1909-1911)']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_1470.txt,../data/Бунин Иван Алексеевич.Ночной разговор.1911.txt
Бунин Иван Алексеевич,Ночь отречения,1921,"['Рассказ', 'Проза', 'Рассказы (1917-1923)']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_1980.txt,../data/Бунин Иван Алексеевич.Ночь отречения.1921.txt
Бунин Иван Алексеевич,Ночь,1925,"['Рассказ', 'Проза', 'Рассказы (1924-1930)']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_2280.txt,../data/Бунин Иван Алексеевич.Ночь.1925.txt
Бунин Иван Алексеевич,О Чехове. Неоконченная рукопись,1953,"['Очерк', 'Мемуары', 'Публицистика и воспоминания']",<Фрагменты>.,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_1953_o_chehove.txt,../data/Бунин Иван Алексеевич.О Чехове. Неоконченная рукопись.1953.txt
Бунин Иван Алексеевич,О Чехове,1953,"['Очерк', 'Мемуары', 'Публицистика и воспоминания']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_1840-1.txt,../data/Бунин Иван Алексеевич.О Чехове.1953.txt
Бунин Иван Алексеевич,"О дураке Емеле, какой вышел всех умнее",1921,"['Рассказ', 'Проза', 'Рассказы (1917-1923)']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_2000.txt,"../data/Бунин Иван Алексеевич.О дураке Емеле, какой вышел всех умнее.1921.txt"
Бунин Иван Алексеевич,Обуза,1925,"['Рассказ', 'Проза', 'Рассказы (1924-1930)']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_2290.txt,../data/Бунин Иван Алексеевич.Обуза.1925.txt
Бунин Иван Алексеевич,Огнь пожирающий,1923,"['Рассказ', 'Проза', 'Рассказы (1917-1923)']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_2090.txt,../data/Бунин Иван Алексеевич.Огнь пожирающий.1923.txt
Бунин Иван Алексеевич,Окаянные дни,1925,"['Очерк', 'Мемуары', 'Публицистика', 'Публицистика и воспоминания']","Москва, 1918 г. Одесса, 1919 г.",https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_2262.txt,../data/Бунин Иван Алексеевич.Окаянные дни.1925.txt
Бунин Иван Алексеевич,Освобождение Толстого,1937,"['Очерк', 'Публицистика', 'Публицистика и воспоминания']","<Фрагмент, исключенный цензурой в советских изданиях>.",https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_1937_osvobozhdenie_tolstogo.txt,../data/Бунин Иван Алексеевич.Освобождение Толстого.1937.txt
Бунин Иван Алексеевич,Осенью,1901,"['Рассказ', 'Проза', 'Рассказы (1892-1909)']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_1250.txt,../data/Бунин Иван Алексеевич.Осенью.1901.txt
Бунин Иван Алексеевич,Ответ на анкету,1917,"['Статья', 'Публицистика', 'Дополнительные материалы']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_1917_otvet_na_anketu.txt,../data/Бунин Иван Алексеевич.Ответ на анкету.1917.txt
Бунин Иван Алексеевич,Отзывы о приговоре,1913,"['Статья', 'Публицистика', 'Дополнительные материалы']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_1913_otzyvy.txt,../data/Бунин Иван Алексеевич.Отзывы о приговоре.1913.txt
Бунин Иван Алексеевич,Отто Штейн,1916,"['Рассказ', 'Проза', 'Рассказы (1912-1916)']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_1850.txt,../data/Бунин Иван Алексеевич.Отто Штейн.1916.txt
Бунин Иван Алексеевич,Паломница,1930,"['Рассказ', 'Проза', 'Произведения, не включавшиеся в собрания сочинений']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_2710.txt,../data/Бунин Иван Алексеевич.Паломница.1930.txt
Бунин Иван Алексеевич,Памяти Чехова,1904,"['Очерк', 'Мемуары', 'Публицистика и воспоминания']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_1904_pamyati_chehova_oldorfo.txt,../data/Бунин Иван Алексеевич.Памяти Чехова.1904.txt
Бунин Иван Алексеевич,Памяти сильного человека,1894,"['Статья', 'Критика', 'Публицистика и воспоминания']",(По поводу 70-летней годовщины со дня рождения И. С. Никитина - 21 сентября 1824 г.).,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_1894_pamyati_silnogo_cheloveka.txt,../data/Бунин Иван Алексеевич.Памяти сильного человека.1894.txt
Бунин Иван Алексеевич,Памятный бал,1944,"['Рассказ', 'Проза', 'Рассказы (1931-1952)']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_2600.txt,../data/Бунин Иван Алексеевич.Памятный бал.1944.txt
Бунин Иван Алексеевич,Перевал,1892,"['Рассказ', 'Проза', 'Рассказы (1892-1909)']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_1010.txt,../data/Бунин Иван Алексеевич.Перевал.1892.txt
Бунин Иван Алексеевич,Переписка А. П. Чехова и И. А. Бунина,1902,"['Переписка', 'Эпистолярий', 'Переписка']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_1780-1.txt,../data/Бунин Иван Алексеевич.Переписка А. П. Чехова и И. А. Бунина.1902.txt
Бунин Иван Алексеевич,Переписка И. А. Бунина и Г. Н. Кузнецовой с Л. Ф. Зуровым (1928-1929),1929,"['Переписка', 'Эпистолярий', 'Переписка']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_1929_perepiska_s_zurovym.txt,../data/Бунин Иван Алексеевич.Переписка И. А. Бунина и Г. Н. Кузнецовой с Л. Ф. Зуровым (1928-1929).1929.txt
Бунин Иван Алексеевич,Переписка И. А. Бунина с Г. Брандесом (1922-1925),1925,"['Переписка', 'Эпистолярий', 'Переписка']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_1925_perepiska_s_brandesom.txt,../data/Бунин Иван Алексеевич.Переписка И. А. Бунина с Г. Брандесом (1922-1925).1925.txt
Бунин Иван Алексеевич,Переписка И. А. и В. Н. Буниных с В. Ф. Ходасевичем (1926-1939),1939,"['Переписка', 'Эпистолярий', 'Переписка']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_1939_perepiska_s_khodasevichem.txt,../data/Бунин Иван Алексеевич.Переписка И. А. и В. Н. Буниных с В. Ф. Ходасевичем (1926-1939).1939.txt
Бунин Иван Алексеевич,Переписка И. А. и В. Н. Буниных с Г. В. Адамовичем (1926-1961),1961,"['Переписка', 'Эпистолярий', 'Переписка']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_1961_perepiska_s_adamovichemdoc.txt,../data/Бунин Иван Алексеевич.Переписка И. А. и В. Н. Буниных с Г. В. Адамовичем (1926-1961).1961.txt
Бунин Иван Алексеевич,Песня о Гоце,1916,"['Рассказ', 'Проза', 'Рассказы (1912-1916)']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_1790.txt,../data/Бунин Иван Алексеевич.Песня о Гоце.1916.txt
Бунин Иван Алексеевич,Петлистые уши,1916,"['Рассказ', 'Проза', 'Рассказы (1912-1916)']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_1830.txt,../data/Бунин Иван Алексеевич.Петлистые уши.1916.txt
Бунин Иван Алексеевич,Пингвины,1929,"['Рассказ', 'Проза', 'Рассказы (1924-1930)']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_2390.txt,../data/Бунин Иван Алексеевич.Пингвины.1929.txt
Бунин Иван Алексеевич,Писатели и критики: И. А. Бунин протестует против обвинения его в барской точке зрения на деревню,1912,"['Статья', 'Публицистика', 'Дополнительные материалы']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_1912_bunin_protestuet.txt,"../data/Бунин Иван Алексеевич.Писатели и критики: И. А. Бунин протестует против обвинения его в ""барской"" точке зрения на деревню.1912.txt"
Бунин Иван Алексеевич,Письма 1885-1904 годов,1904,"['Переписка', 'Эпистолярий', 'Переписка', 'Иллюстрации/приложения: 7 штук.']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_1904_letters.txt,../data/Бунин Иван Алексеевич.Письма 1885-1904 годов.1904.txt
Бунин Иван Алексеевич,Письма Буниных к художнице Т. Логиновой-Муравьевой,1961,"['Переписка', 'Эпистолярий', 'Переписка']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_1860-1.txt,../data/Бунин Иван Алексеевич.Письма Буниных к художнице Т. Логиновой-Муравьевой.1961.txt
Бунин Иван Алексеевич,Письма В. H. Буниной к брату Д. Н. Муромцеву,1936,"['Переписка', 'Эпистолярий', 'Переписка']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_1936_pisma_murimtzevu.txt,../data/Бунин Иван Алексеевич.Письма В. H. Буниной к брату Д. Н. Муромцеву.1936.txt
Бунин Иван Алексеевич,Письма И. А. Бунина к С. А. Циону (1940-1947),1947,"['Переписка', 'Эпистолярий', 'Переписка']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_1947_pisma_k_tzionu.txt,../data/Бунин Иван Алексеевич.Письма И. А. Бунина к С. А. Циону (1940-1947).1947.txt
Бунин Иван Алексеевич,Письма внучке С. Рахманинова,1950,"['Переписка', 'Эпистолярий', 'Переписка']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_8750.txt,../data/Бунин Иван Алексеевич.Письма внучке С. Рахманинова.1950.txt
Бунин Иван Алексеевич,Письма к А.В. Тырковой-Вильямс,1925,"['Переписка', 'Эпистолярий', 'Переписка']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_1925_pisma_k_tyrkovoy.txt,../data/Бунин Иван Алексеевич.Письма к А.В. Тырковой-Вильямс.1925.txt
Бунин Иван Алексеевич,Письмо Некрасову К. Ф.,1914,"['Статья', 'Эпистолярий', 'Переписка']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_1890-2.txt,../data/Бунин Иван Алексеевич.Письмо Некрасову К. Ф..1914.txt
Бунин Иван Алексеевич,Письмо Ю. И. Айхенвальду,1927,"['Переписка', 'Эпистолярий', 'Переписка']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_1927_pismo_ayhenvaldu.txt,../data/Бунин Иван Алексеевич.Письмо Ю. И. Айхенвальду.1927.txt
Бунин Иван Алексеевич,Письмо в редакцию (Русских ведомостей),1913,"['Переписка', 'Эпистолярий', 'Переписка']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_1913_pismo_v_redaktziu.txt,../data/Бунин Иван Алексеевич.Письмо в редакцию (Русских ведомостей).1913.txt
Бунин Иван Алексеевич,Письмо в редакцию журнала Октябрь,1948,"['Переписка', 'Эпистолярий', 'Переписка']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_1948_pismo_v_red.txt,"../data/Бунин Иван Алексеевич.Письмо в редакцию журнала ""Октябрь"".1948.txt"
Бунин Иван Алексеевич,Письмо к А. П. Ладинскому,1945,"['Переписка', 'Мемуары', 'Переписка']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_1945_pismo_ladinskomu.txt,../data/Бунин Иван Алексеевич.Письмо к А. П. Ладинскому.1945.txt
Бунин Иван Алексеевич,Письмо к Боссару,1921,"['Переписка', 'Эпистолярий', 'Переписка']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_1921_pismo_k_brossaru.txt,../data/Бунин Иван Алексеевич.Письмо к Боссару.1921.txt
